"Geographic code","Geographic name","Geographic type","Geographic name, Province or territory","Geographic code, Province or territory","Additional province code","Global non-response rate","Data quality flag","Household type","Number of households, 2006","Number of households, 2016","Median household total income (2015 constant dollars), 2005","Median household total income (2015 constant dollars), 2015","Median household total income (2015 constant dollars), % change","Median household after-tax income (2015 constant dollars), 2005","Median household after-tax income (2015 constant dollars), 2015","Median household after-tax income (2015 constant dollars), % change"
"840","Lloydminster","CA","Alberta","48","47",4.0,"00000","    Other census-family households",595,890,116220,139264,19.8,101075,119077,17.8
"840","Lloydminster","CA","Alberta","48","47",4.0,"00000","  Non-census-family households",3040,3785,43844,55392,26.3,37358,46821,25.3
"845","Cold Lake","CA","Alberta","48","",5.7,"00100","Total – Household type including census family structure",4310,5600,89915,110575,23.0,76807,92800,20.8
"845","Cold Lake","CA","Alberta","48","",5.7,"00100","  Census-family households",3335,4025,99942,127171,27.2,84155,105696,25.6
"845","Cold Lake","CA","Alberta","48","",5.7,"00100","    Households consisting of only one census family without additional persons",3085,3665,100353,124512,24.1,84254,103821,23.2
"845","Cold Lake","CA","Alberta","48","",5.7,"00100","      One couple, with or without children in their census family",2770,3270,104830,131072,25.0,87103,108430,24.5
"845","Cold Lake","CA","Alberta","48","",5.7,"00100","        One couple, without children in their census family",1090,1425,94288,119366,26.6,79713,98633,23.7
"845","Cold Lake","CA","Alberta","48","",5.7,"00100","        One couple, with children in their census family",1680,1850,112307,137911,22.8,91482,114539,25.2
"845","Cold Lake","CA","Alberta","48","",5.7,"00100","      One lone-parent census family",315,390,68381,66176,-3.2,60082,58336,-2.9
"845","Cold Lake","CA","Alberta","48","",5.7,"00100","    Other census-family households",245,360,92586,152064,64.2,79786,129088,61.8
"845","Cold Lake","CA","Alberta","48","",5.7,"00100","  Non-census-family households",975,1570,55339,73080,32.1,46024,60361,31.2
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","Total – Household type including census family structure",17565,23675,91277,105555,15.6,77136,88512,14.7
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","  Census-family households",12465,16455,105486,123264,16.9,88742,102648,15.7
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","    Households consisting of only one census family without additional persons",10760,14275,103040,119281,15.8,86678,99386,14.7
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","      One couple, with or without children in their census family",9615,12365,109125,128080,17.4,91160,105326,15.5
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","        One couple, without children in their census family",4010,5425,94019,115870,23.2,79052,96210,21.7
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","        One couple, with children in their census family",5610,6935,119189,136780,14.8,99417,113180,13.8
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","      One lone-parent census family",1145,1910,53208,58770,10.5,48512,54053,11.4
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","    Other census-family households",1705,2180,123620,146983,18.9,106539,125440,17.7
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","  Non-census-family households",5105,7215,53207,66057,24.2,45618,55457,21.6
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","Total – Household type including census family structure",18395,26225,143095,193511,35.2,113435,146797,29.4
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","  Census-family households",13870,17225,157496,220888,40.2,124394,167867,34.9
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","    Households consisting of only one census family without additional persons",11665,13835,152937,210403,37.6,119832,159332,33.0
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","      One couple, with or without children in their census family",10630,12305,158995,218831,37.6,124413,165551,33.1
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","        One couple, without children in their census family",4195,4785,153221,211733,38.2,119060,160402,34.7
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","        One couple, with children in their census family",6435,7525,161744,223694,38.3,126551,168406,33.1
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","      One lone-parent census family",1035,1525,71936,99008,37.6,64741,83383,28.8
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","    Other census-family households",2210,3390,184025,284706,54.7,148095,222326,50.1
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","  Non-census-family households",4520,9005,97904,134735,37.6,79196,104107,31.5
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","Total – Household type including census family structure",4770,5120,52663,67056,27.3,47726,59869,25.4
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","  Census-family households",3215,3360,69447,87296,25.7,60278,76581,27.0
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","    Households consisting of only one census family without additional persons",2875,2970,68426,84045,22.8,59969,74320,23.9
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","      One couple, with or without children in their census family",2435,2455,73287,92278,25.9,65183,79779,22.4
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","        One couple, without children in their census family",1340,1330,58761,79206,34.8,54161,69319,28.0
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","        One couple, with children in their census family",1095,1125,92166,108331,17.5,78095,93393,19.6
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","      One lone-parent census family",440,515,45272,51136,13.0,44980,47744,6.1
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","    Other census-family households",340,390,74477,108698,45.9,67672,96341,42.4
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","  Non-census-family households",1555,1760,27016,36954,36.8,25303,33685,33.1
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","Total – Household type including census family structure",9950,10980,59369,72320,21.8,52201,63153,21.0
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","  Census-family households",7215,7675,75216,91012,21.0,65569,78492,19.7
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","    Households consisting of only one census family without additional persons",6750,7115,74078,89811,21.2,64183,77284,20.4
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","      One couple, with or without children in their census family",5885,6215,80201,96222,20.0,69492,82466,18.7
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","        One couple, without children in their census family",3260,3710,69175,81101,17.2,60109,70865,17.9
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","        One couple, with children in their census family",2625,2500,97141,121003,24.6,83639,101143,20.9
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","      One lone-parent census family",865,900,35729,46950,31.4,34524,43520,26.1
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","    Other census-family households",470,560,96808,111053,14.7,84672,97024,14.6
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","  Non-census-family households",2735,3310,32210,36390,13.0,29234,32623,11.6
"907","Nelson","CA","British Columbia","59","",6.5,"00000","Total – Household type including census family structure",7360,8265,52562,59129,12.5,47630,52646,10.5
"907","Nelson","CA","British Columbia","59","",6.5,"00000","  Census-family households",4610,5065,67671,79290,17.2,59462,70431,18.4
"907","Nelson","CA","British Columbia","59","",6.5,"00000","    Households consisting of only one census family without additional persons",4385,4690,67208,77734,15.7,59172,68836,16.3
"907","Nelson","CA","British Columbia","59","",6.5,"00000","      One couple, with or without children in their census family",3700,3945,73109,85845,17.4,63985,75036,17.3
"907","Nelson","CA","British Columbia","59","",6.5,"00000","        One couple, without children in their census family",1910,2245,64081,75942,18.5,55840,67021,20.0
"907","Nelson","CA","British Columbia","59","",6.5,"00000","        One couple, with children in their census family",1790,1700,87438,103475,18.3,75741,89643,18.4
"907","Nelson","CA","British Columbia","59","",6.5,"00000","      One lone-parent census family",680,745,34718,40631,17.0,34644,38400,10.8
"907","Nelson","CA","British Columbia","59","",6.5,"00000","    Other census-family households",230,375,70295,98645,40.3,64619,88704,37.3
"907","Nelson","CA","British Columbia","59","",6.5,"00000","  Non-census-family households",2755,3200,32431,33899,4.5,30014,30432,1.4
"913","Penticton","CA","British Columbia","59","",5.8,"00000","Total – Household type including census family structure",18570,19880,51086,57395,12.3,45814,51432,12.3
"913","Penticton","CA","British Columbia","59","",5.8,"00000","  Census-family households",12025,12410,66002,77696,17.7,58871,68523,16.4
"913","Penticton","CA","British Columbia","59","",5.8,"00000","    Households consisting of only one census family without additional persons",11125,11290,65426,75398,15.2,57761,66483,15.1
"913","Penticton","CA","British Columbia","59","",5.8,"00000","      One couple, with or without children in their census family",9665,9820,69934,80751,15.5,61079,70843,16.0
"913","Penticton","CA","British Columbia","59","",5.8,"00000","        One couple, without children in their census family",6105,6615,62170,70579,13.5,55688,62774,12.7
"913","Penticton","CA","British Columbia","59","",5.8,"00000","        One couple, with children in their census family",3555,3205,85830,106640,24.2,74999,91843,22.5
"913","Penticton","CA","British Columbia","59","",5.8,"00000","      One lone-parent census family",1465,1465,39306,44368,12.9,37520,41178,9.7
"913","Penticton","CA","British Columbia","59","",5.8,"00000","    Other census-family households",900,1120,76784,103054,34.2,73200,92518,26.4
"913","Penticton","CA","British Columbia","59","",5.8,"00000","  Non-census-family households",6550,7475,27957,32093,14.8,25934,29096,12.2
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","Total – Household type including census family structure",67000,81380,59517,71127,19.5,53119,62366,17.4
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","  Census-family households",47035,55155,73847,90335,22.3,64962,78450,20.8
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","    Households consisting of only one census family without additional persons",42920,49470,71643,87329,21.9,63126,75868,20.2
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","      One couple, with or without children in their census family",37500,43500,76512,92918,21.4,67282,80306,19.4
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","        One couple, without children in their census family",21575,26030,66923,80060,19.6,58999,70040,18.7
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","        One couple, with children in their census family",15925,17475,95305,114233,19.9,81740,97452,19.2
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","      One lone-parent census family",5425,5970,42664,51280,20.2,39917,46777,17.2
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","    Other census-family households",4110,5690,95963,116631,21.5,86029,103133,19.9
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","  Non-census-family households",19965,26230,33806,38921,15.1,30648,34825,13.6
"918","Vernon","CA","British Columbia","59","",4.8,"00000","Total – Household type including census family structure",23045,26180,57121,64780,13.4,50828,57565,13.3
"918","Vernon","CA","British Columbia","59","",4.8,"00000","  Census-family households",15950,17650,72437,84878,17.2,63774,74169,16.3
"918","Vernon","CA","British Columbia","59","",4.8,"00000","    Households consisting of only one census family without additional persons",14735,15975,71536,82616,15.5,62876,72069,14.6
"918","Vernon","CA","British Columbia","59","",4.8,"00000","      One couple, with or without children in their census family",12845,13910,76178,88112,15.7,66090,76680,16.0
"918","Vernon","CA","British Columbia","59","",4.8,"00000","        One couple, without children in their census family",7390,8730,65615,75988,15.8,58177,66946,15.1
"918","Vernon","CA","British Columbia","59","",4.8,"00000","        One couple, with children in their census family",5455,5175,93411,111080,18.9,79616,95388,19.8
"918","Vernon","CA","British Columbia","59","",4.8,"00000","      One lone-parent census family",1890,2070,39213,46080,17.5,36530,42400,16.1
"918","Vernon","CA","British Columbia","59","",4.8,"00000","    Other census-family households",1210,1675,86803,109625,26.3,77110,97109,25.9
"918","Vernon","CA","British Columbia","59","",4.8,"00000","  Non-census-family households",7100,8530,28353,33660,18.7,26423,30421,15.1
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","Total – Household type including census family structure",6605,7535,54395,63122,16.0,49171,56363,14.6
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","  Census-family households",4735,5090,67439,80908,20.0,59449,71319,20.0
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","    Households consisting of only one census family without additional persons",4375,4630,67453,78713,16.7,58958,69544,18.0
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","      One couple, with or without children in their census family",3820,4075,68528,84096,22.7,61240,73539,20.1
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","        One couple, without children in their census family",2230,2530,59207,71893,21.4,53721,63941,19.0
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","        One couple, with children in their census family",1590,1545,88787,107630,21.2,76725,93056,21.3
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","      One lone-parent census family",555,555,50837,49536,-2.6,44467,45248,1.8
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","    Other census-family households",365,465,65964,106240,61.1,62709,92621,47.7
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","  Non-census-family households",1865,2445,26837,31272,16.5,25802,28626,10.9
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","Total – Household type including census family structure",38085,42855,63499,73336,15.5,55750,64169,15.1
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","  Census-family households",26560,29015,79504,93633,17.8,68891,80695,17.1
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","    Households consisting of only one census family without additional persons",24405,25965,78869,91270,15.7,67984,78715,15.8
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","      One couple, with or without children in their census family",21030,22460,84531,98329,16.3,72791,84169,15.6
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","        One couple, without children in their census family",11230,12890,70822,82319,16.2,61973,71370,15.2
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","        One couple, with children in their census family",9805,9570,102594,121997,18.9,87795,102501,16.8
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","      One lone-parent census family",3375,3505,43755,51085,16.8,41014,46606,13.6
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","    Other census-family households",2155,3050,87959,113850,29.4,80100,100166,25.1
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","  Non-census-family households",11525,13840,33074,38563,16.6,29952,34395,14.8
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","Total – Household type including census family structure",32885,39695,58353,65603,12.4,51884,58155,12.1
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","  Census-family households",23550,27990,71847,82541,14.9,63359,72383,14.2
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","    Households consisting of only one census family without additional persons",21710,24890,70376,79781,13.4,62145,70068,12.7
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","      One couple, with or without children in their census family",18980,21575,75819,85352,12.6,66325,74609,12.5
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","        One couple, without children in their census family",9795,11930,64055,71367,11.4,56925,63316,11.2
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","        One couple, with children in their census family",9185,9640,87902,102955,17.1,76187,89073,16.9
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","      One lone-parent census family",2735,3315,38648,44952,16.3,37453,41912,11.9
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","    Other census-family households",1835,3095,90708,108528,19.6,81829,96421,17.8
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","  Non-census-family households",9335,11705,30374,33937,11.7,27746,30747,10.8
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","Total – Household type including census family structure",55950,62630,64521,73598,14.1,57260,64890,13.3
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","  Census-family households",41340,45865,77748,90077,15.9,69001,78933,14.4
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","    Households consisting of only one census family without additional persons",35160,37180,74012,83647,13.0,65525,73112,11.6
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","      One couple, with or without children in their census family",30645,32020,78938,89938,13.9,69402,78184,12.7
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","        One couple, without children in their census family",13715,15210,67228,76259,13.4,59564,67058,12.6
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","        One couple, with children in their census family",16925,16810,88890,102885,15.7,77862,88869,14.1
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","      One lone-parent census family",4520,5160,42027,47943,14.1,40364,43984,9.0
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","    Other census-family households",6180,8685,100417,116480,16.0,90337,104475,15.7
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","  Non-census-family households",14610,16765,33310,35371,6.2,30387,31918,5.0
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","Total – Household type including census family structure",817225,960890,65342,72662,11.2,57414,63365,10.4
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","  Census-family households",549230,638370,84054,94893,12.9,73473,82430,12.2
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","    Households consisting of only one census family without additional persons",477020,545570,81255,90460,11.3,70624,78386,11.0
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","      One couple, with or without children in their census family",409840,466525,87934,98044,11.5,75931,84420,11.2
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","        One couple, without children in their census family",173650,213320,79744,86258,8.2,68809,74558,8.4
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","        One couple, with children in their census family",236190,253205,94404,109024,15.5,81862,93694,14.5
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","      One lone-parent census family",67180,79050,47881,52570,9.8,44444,47784,7.5
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","    Other census-family households",72210,92800,101854,121425,19.2,91843,107613,17.2
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","  Non-census-family households",267995,322525,38037,40780,7.2,33917,36180,6.7
"934","Squamish","CA","British Columbia","59","",6.2,"00100","Total – Household type including census family structure",5720,7375,75611,88366,16.9,65235,75827,16.2
"934","Squamish","CA","British Columbia","59","",6.2,"00100","  Census-family households",4170,5390,85381,104088,21.9,73787,88649,20.1
"934","Squamish","CA","British Columbia","59","",6.2,"00100","    Households consisting of only one census family without additional persons",3610,4640,83787,100836,20.3,71972,85800,19.2
"934","Squamish","CA","British Columbia","59","",6.2,"00100","      One couple, with or without children in their census family",3090,4090,88920,106432,19.7,76052,90539,19.0
"934","Squamish","CA","British Columbia","59","",6.2,"00100","        One couple, without children in their census family",1450,1885,85031,95271,12.0,72262,81476,12.8
"934","Squamish","CA","British Columbia","59","",6.2,"00100","        One couple, with children in their census family",1635,2205,93212,117728,26.3,79311,99243,25.1
"934","Squamish","CA","British Columbia","59","",6.2,"00100","      One lone-parent census family",525,550,51719,52576,1.7,46606,47488,1.9
"934","Squamish","CA","British Columbia","59","",6.2,"00100","    Other census-family households",555,750,101342,128853,27.1,90190,112384,24.6
"934","Squamish","CA","British Columbia","59","",6.2,"00100","  Non-census-family households",1555,1985,40215,47296,17.6,35840,41454,15.7
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","Total – Household type including census family structure",145430,162715,63057,70283,11.5,55285,61119,10.6
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","  Census-family households",90130,99050,85131,95935,12.7,73537,82886,12.7
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","    Households consisting of only one census family without additional persons",82915,89015,83636,93023,11.2,72110,80204,11.2
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","      One couple, with or without children in their census family",70840,77140,89927,99372,10.5,77189,85356,10.6
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","        One couple, without children in their census family",39490,45560,80455,88200,9.6,69145,76342,10.4
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","        One couple, with children in their census family",31350,31575,102815,116827,13.6,88105,99604,13.1
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","      One lone-parent census family",12075,11880,48820,53763,10.1,44878,48549,8.2
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","    Other census-family households",7220,10040,107874,125770,16.6,94853,109875,15.8
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","  Non-census-family households",55300,63660,36658,40477,10.4,32709,35983,10.0
"937","Duncan","CA","British Columbia","59","",5.6,"00000","Total – Household type including census family structure",16865,18740,57651,60979,5.8,51469,54418,5.7
"937","Duncan","CA","British Columbia","59","",5.6,"00000","  Census-family households",11890,12520,71447,78872,10.4,62995,69803,10.8
"937","Duncan","CA","British Columbia","59","",5.6,"00000","    Households consisting of only one census family without additional persons",10825,11170,71041,77146,8.6,61909,68096,10.0
"937","Duncan","CA","British Columbia","59","",5.6,"00000","      One couple, with or without children in their census family",9210,9605,76691,82995,8.2,66498,72493,9.0
"937","Duncan","CA","British Columbia","59","",5.6,"00000","        One couple, without children in their census family",5220,5970,66024,73967,12.0,59145,65530,10.8
"937","Duncan","CA","British Columbia","59","",5.6,"00000","        One couple, with children in their census family",3995,3635,91073,100498,10.3,78625,86551,10.1
"937","Duncan","CA","British Columbia","59","",5.6,"00000","      One lone-parent census family",1615,1565,40464,43552,7.6,39104,40208,2.8
"937","Duncan","CA","British Columbia","59","",5.6,"00000","    Other census-family households",1060,1350,77794,96183,23.6,73414,85965,17.1
"937","Duncan","CA","British Columbia","59","",5.6,"00000","  Non-census-family households",4975,6225,28924,32768,13.3,26098,29952,14.8
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","Total – Household type including census family structure",38800,44965,56035,62844,12.2,50381,55888,10.9
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","  Census-family households",26210,29275,72404,82390,13.8,63607,72385,13.8
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","    Households consisting of only one census family without additional persons",23830,26095,71332,80061,12.2,62215,70108,12.7
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","      One couple, with or without children in their census family",20390,22175,76081,86598,13.8,66576,75529,13.4
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","        One couple, without children in their census family",11580,13440,68889,76437,11.0,59898,67317,12.4
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","        One couple, with children in their census family",8815,8735,88357,105778,19.7,77005,91172,18.4
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","      One lone-parent census family",3435,3920,42033,44757,6.5,39220,41462,5.7
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","    Other census-family households",2385,3180,81156,104943,29.3,73937,93419,26.3
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","  Non-census-family households",12590,15685,31421,35350,12.5,28637,31921,11.5
"939","Parksville","CA","British Columbia","59","",4.8,"00000","Total – Household type including census family structure",12195,13750,56732,63042,11.1,50446,56016,11.0
"939","Parksville","CA","British Columbia","59","",4.8,"00000","  Census-family households",8650,9370,66399,77307,16.4,58714,68454,16.6
"939","Parksville","CA","British Columbia","59","",4.8,"00000","    Households consisting of only one census family without additional persons",8340,8890,66087,76038,15.1,58242,67442,15.8
"939","Parksville","CA","British Columbia","59","",4.8,"00000","      One couple, with or without children in their census family",7560,8105,68231,78921,15.7,59809,69641,16.4
"939","Parksville","CA","British Columbia","59","",4.8,"00000","        One couple, without children in their census family",5460,6300,63592,73216,15.1,56622,65208,15.2
"939","Parksville","CA","British Columbia","59","",4.8,"00000","        One couple, with children in their census family",2090,1805,84878,102457,20.7,75581,89367,18.2
"939","Parksville","CA","British Columbia","59","",4.8,"00000","      One lone-parent census family",785,785,43970,46805,6.4,41530,43344,4.4
"939","Parksville","CA","British Columbia","59","",4.8,"00000","    Other census-family households",310,480,83200,101888,22.5,76804,91034,18.5
"939","Parksville","CA","British Columbia","59","",4.8,"00000","  Non-census-family households",3550,4375,30642,34662,13.1,28116,31409,11.7
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","Total – Household type including census family structure",10820,11360,54365,55131,1.4,48845,49609,1.6
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","  Census-family households",7535,7245,69759,74108,6.2,61603,66028,7.2
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","    Households consisting of only one census family without additional persons",7015,6660,69731,72949,4.6,61141,64730,5.9
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","      One couple, with or without children in their census family",6030,5630,75455,78917,4.6,65736,69682,6.0
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","        One couple, without children in their census family",3480,3560,65390,70869,8.4,58188,62848,8.0
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","        One couple, with children in their census family",2545,2065,91358,96794,6.0,78478,84793,8.0
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","      One lone-parent census family",985,1030,32201,39211,21.8,31959,37312,16.7
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","    Other census-family households",520,585,74317,88064,18.5,68240,80896,18.5
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","  Non-census-family households",3285,4115,29467,30763,4.4,26940,28288,5.0
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","Total – Household type including census family structure",21240,24435,56331,62376,10.7,49901,55358,10.9
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","  Census-family households",14400,15990,71712,79738,11.2,62236,70227,12.8
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","    Households consisting of only one census family without additional persons",13470,14775,70646,78187,10.7,61106,68877,12.7
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","      One couple, with or without children in their census family",11730,12860,75863,83394,9.9,65770,73015,11.0
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","        One couple, without children in their census family",7100,8370,66212,74810,13.0,57917,66085,14.1
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","        One couple, with children in their census family",4630,4490,92227,102893,11.6,78345,88970,13.6
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","      One lone-parent census family",1740,1915,37736,43520,15.3,35511,40631,14.4
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","    Other census-family households",930,1215,89564,100608,12.3,78551,91136,16.0
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","  Non-census-family households",6840,8445,33081,35812,8.3,29544,32286,9.3
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","Total – Household type including census family structure",14185,16385,60834,65309,7.4,54286,57688,6.3
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","  Census-family households",10220,11035,77196,82370,6.7,67065,72219,7.7
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","    Households consisting of only one census family without additional persons",9515,10115,77013,80975,5.1,66933,71122,6.3
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","      One couple, with or without children in their census family",8150,8725,83841,87245,4.1,72478,75807,4.6
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","        One couple, without children in their census family",4430,5430,73465,75985,3.4,64300,66883,4.0
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","        One couple, with children in their census family",3720,3305,95182,108271,13.8,81597,92732,13.6
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","      One lone-parent census family",1370,1385,35430,44672,26.1,34190,41728,22.0
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","    Other census-family households",705,915,81591,103058,26.3,69876,90795,29.9
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","  Non-census-family households",3965,5355,32289,35282,9.3,28905,31932,10.5
"945","Powell River","CA","British Columbia","59","",5.2,"00000","Total – Household type including census family structure",7270,7735,56268,56367,0.2,49245,50554,2.7
"945","Powell River","CA","British Columbia","59","",5.2,"00000","  Census-family households",4860,4905,70563,75776,7.4,62574,67123,7.3
"945","Powell River","CA","British Columbia","59","",5.2,"00000","    Households consisting of only one census family without additional persons",4630,4590,70031,74741,6.7,61646,65731,6.6
"945","Powell River","CA","British Columbia","59","",5.2,"00000","      One couple, with or without children in their census family",4055,4040,74949,79275,5.8,65522,70062,6.9
"945","Powell River","CA","British Columbia","59","",5.2,"00000","        One couple, without children in their census family",2385,2660,64107,70229,9.5,56143,62336,11.0
"945","Powell River","CA","British Columbia","59","",5.2,"00000","        One couple, with children in their census family",1675,1380,91591,98731,7.8,77300,85675,10.8
"945","Powell River","CA","British Columbia","59","",5.2,"00000","      One lone-parent census family",575,545,38203,40320,5.5,35777,37632,5.2
